"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","29","0","0","0","16","0.8","0.16","0","16","0","0"
"3","29","1","0","0","16","1","0.16","0","16","0","0"
"3","29","2","0","0","16","1.2","0.16","0","16","0","0"
"3","29","3","0","0","16","1.4","0.16","0","16","0","0"
"3","29","4","0","0","16","1.6","0.16","0","16","0","0"
"3","29","5","0","0","16","1.8","0.16","0","16","0","0"
"3","29","6","223","20","17","2.3","0.16","39.091","17.722","71.63","53.238"
"3","29","7","680","58","19","2.9","0.16","293.195","24.965","945.949","896.576"
"3","29","8","842","74","21","3.1","0.16","560.205","32.197","1885.433","1802.771"
"3","29","9","913","85","22","3","0.16","788.734","37.974","2563.752","2457.053"
"3","29","10","951","92","23","2.7","0.16","959.199","43.416","3020.615","2897.729"
"3","29","11","968","95","24","2.3","0.16","1054.57","48.133","3239.196","3108.564"
"3","29","12","939","116","25","2","0.16","1059.597","50.712","3216.033","3086.221"
"3","29","13","266","416","25","1.7","0.16","679.245","42.495","2117.573","2026.685"
"3","29","14","244","367","25","1.5","0.16","569.195","40.347","1798.58","1718.995"
"3","29","15","253","263","24","1.4","0.16","431.587","35.945","1399.512","1334.068"
"3","29","16","709","75","23","1.1","0.16","385.871","34.479","1258.355","1197.912"
"3","29","17","418","42","21","0.8","0.16","121.039","24.654","321.529","294.282"
"3","29","18","0","0","19","0.8","0.16","0","19","0","0"
"3","29","19","0","0","19","0.9","0.16","0","19","0","0"
"3","29","20","0","0","18","0.9","0.16","0","18","0","0"
"3","29","21","0","0","17","0.8","0.16","0","17","0","0"
"3","29","22","0","0","17","0.8","0.16","0","17","0","0"
"3","29","23","0","0","16","0.8","0.16","0","16","0","0"
"3","30","0","0","0","16","0.8","0.16","0","16","0","0"
"3","30","1","0","0","16","0.8","0.16","0","16","0","0"
"3","30","2","0","0","15","0.9","0.16","0","15","0","0"
"3","30","3","0","0","15","0.9","0.16","0","15","0","0"
"3","30","4","0","0","15","0.9","0.16","0","15","0","0"
"3","30","5","0","0","15","1.1","0.16","0","15","0","0"
"3","30","6","203","20","17","1.8","0.16","37.707","17.778","70.288","51.943"
"3","30","7","666","61","19","2.3","0.16","292.462","25.634","942.389","893.142"
"3","30","8","837","77","21","2.5","0.16","562.98","33.493","1885.1","1802.449"
"3","30","9","917","86","23","2.5","0.16","793.308","40.544","2552.52","2446.22"
"3","30","10","958","91","24","2.4","0.16","964.643","45.686","3010.05","2887.537"
"3","30","11","976","93","25","2.2","0.16","1060.178","49.734","3235.091","3104.605"
"3","30","12","978","93","26","1.9","0.16","1074.237","52.611","3235.924","3105.408"
"3","30","13","214","424","26","1.6","0.16","629.866","42.575","1959.847","1874.548"
"3","30","14","198","370","26","1.3","0.16","534.594","41.089","1680.982","1605.564"
"3","30","15","210","265","26","1","0.16","400.141","38.196","1282.577","1221.276"
"3","30","16","760","62","25","0.7","0.16","393.038","37.975","1263.46","1202.836"
"3","30","17","481","36","23","0.6","0.16","125.799","26.977","323.039","295.739"
"3","30","18","0","0","21","0.7","0.16","0","21","0","0"
"3","30","19","0","0","20","0.8","0.16","0","20","0","0"
"3","30","20","0","0","20","0.9","0.16","0","20","0","0"
"3","30","21","0","0","19","0.9","0.16","0","19","0","0"
"3","30","22","0","0","18","0.9","0.16","0","18","0","0"
"3","30","23","0","0","18","0.9","0.16","0","18","0","0"
"3","31","0","0","0","17","0.8","0.16","0","17","0","0"
"3","31","1","0","0","17","0.8","0.16","0","17","0","0"
"3","31","2","0","0","16","0.8","0.16","0","16","0","0"
"3","31","3","0","0","16","0.8","0.16","0","16","0","0"
"3","31","4","0","0","15","0.8","0.16","0","15","0","0"
"3","31","5","0","0","15","0.8","0.16","0","15","0","0"
"3","31","6","249","18","17","1.2","0.16","40.026","17.915","70.518","52.165"
"3","31","7","688","55","20","1.6","0.16","294.436","27.707","940.413","891.237"
"3","31","8","844","71","22","1.6","0.16","559.591","36.881","1849.512","1768.122"
"3","31","9","918","80","24","1.4","0.16","788.198","45.85","2482.82","2378.99"
"3","31","10","954","87","25","1","0.16","956.953","54.157","2883.244","2765.225"
"3","31","11","971","91","26","0.7","0.16","1052.947","60.687","3066.922","2942.395"
"3","31","12","971","91","27","0.3","0.16","1064.621","66.394","3020.685","2897.796"
"3","31","13","276","408","27","0.2","0.16","680.812","52.914","2033.299","1945.396"
"3","31","14","249","361","26","0.3","0.16","567.309","46.963","1745.261","1667.565"
"3","31","15","261","256","26","0.4","0.16","429.594","41.452","1363.039","1298.887"
"3","31","16","723","68","25","0.5","0.16","382.576","38.363","1226.842","1167.516"
"3","31","17","410","40","23","0.6","0.16","116.707","26.711","304.18","277.547"
"3","31","18","0","0","21","0.6","0.16","0","21","0","0"
"3","31","19","0","0","21","0.6","0.16","0","21","0","0"
"3","31","20","0","0","20","0.6","0.16","0","20","0","0"
"3","31","21","0","0","20","0.6","0.17","0","20","0","0"
"3","31","22","0","0","19","0.6","0.17","0","19","0","0"
"3","31","23","0","0","19","0.9","0.17","0","19","0","0"
"4","1","0","0","0","19","1.2","0.17","0","19","0","0"
"4","1","1","0","0","18","1.5","0.17","0","18","0","0"
"4","1","2","0","0","18","1.6","0.17","0","18","0","0"
"4","1","3","0","0","18","1.5","0.17","0","18","0","0"
"4","1","4","0","0","18","1.2","0.17","0","18","0","0"
"4","1","5","0","0","18","1.3","0.17","0","18","0","0"
"4","1","6","0","20","18","1.8","0.17","18.608","18.439","45.291","27.832"
"4","1","7","202","111","20","2.2","0.17","181.873","24.236","595.613","558.654"
"4","1","8","222","223","22","2.2","0.17","349.405","30.178","1160.784","1103.799"
"4","1","9","237","317","24","2","0.17","499.348","36.115","1609.167","1536.294"
"4","1","10","925","90","25","1.5","0.17","934.156","50.257","2862.084","2744.815"
"4","1","11","942","94","26","1","0.17","1027.524","57.273","3039.091","2915.55"
"4","1","12","944","95","27","0.6","0.17","1041.558","62.275","3011.429","2888.868"
"4","1","13","931","93","28","0.2","0.17","974.68","65.241","2791.555","2676.784"
"4","1","14","899","88","27","0.1","0.17","831.902","59.888","2459.43","2356.428"
"4","1","15","833","80","26","0.3","0.17","623.181","49.186","1949.718","1864.778"
"4","1","16","715","65","25","0.6","0.17","375.197","37.733","1205.228","1146.668"
"4","1","17","423","36","24","0.6","0.17","114.572","27.625","293.076","266.837"
"4","1","18","0","0","22","0.6","0.17","0","22","0","0"
"4","1","19","0","0","21","0.6","0.17","0","21","0","0"
"4","1","20","0","0","20","0.7","0.17","0","20","0","0"
"4","1","21","0","0","20","0.7","0.17","0","20","0","0"
"4","1","22","0","0","19","0.7","0.17","0","19","0","0"
"4","1","23","0","0","19","0.7","0.17","0","19","0","0"
"4","2","0","0","0","18","0.7","0.17","0","18","0","0"
"4","2","1","0","0","18","0.7","0.17","0","18","0","0"
"4","2","2","0","0","18","0.7","0.17","0","18","0","0"
"4","2","3","0","0","18","0.8","0.17","0","18","0","0"
"4","2","4","0","0","18","0.9","0.17","0","18","0","0"
"4","2","5","0","0","18","1.1","0.17","0","18","0","0"
"4","2","6","140","19","19","1.6","0.17","31.574","19.7","61.171","43.149"
"4","2","7","581","68","20","2.1","0.17","273.207","26.452","879.835","832.805"
"4","2","8","274","215","22","2.3","0.17","376.533","30.649","1252.729","1192.486"
"4","2","9","298","304","24","2.4","0.17","540.141","36.13","1745.451","1667.748"
"4","2","10","491","295","25","2.4","0.17","758.122","42.006","2387.873","2287.407"
"4","2","11","418","395","25","2.5","0.17","821.028","43.047","2558.318","2451.813"
"4","2","12","498","325","26","2.5","0.17","843.138","44.542","2615.356","2506.829"
"4","2","13","22","291","25","2.1","0.17","297.615","32.043","946.366","896.978"
"4","2","14","16","249","25","1.5","0.17","249.414","31.711","795.002","750.978"
"4","2","15","10","185","24","1","0.17","181.313","29.515","583.598","547.064"
"4","2","16","0","109","23","0.6","0.17","102.542","26.485","331.992","304.374"
"4","2","17","0","28","22","0.5","0.17","25.996","22.903","78.163","59.54"
"4","2","18","0","0","21","0.5","0.17","0","21","0","0"
"4","2","19","0","0","21","0.5","0.17","0","21","0","0"
"4","2","20","0","0","20","0.5","0.17","0","20","0","0"
"4","2","21","0","0","20","0.6","0.17","0","20","0","0"
"4","2","22","0","0","20","0.6","0.17","0","20","0","0"
"4","2","23","0","0","20","0.6","0.17","0","20","0","0"
"4","3","0","0","0","19","0.5","0.17","0","19","0","0"
"4","3","1","0","0","19","0.5","0.17","0","19","0","0"
"4","3","2","0","0","19","0.5","0.17","0","19","0","0"
"4","3","3","0","0","19","0.5","0.17","0","19","0","0"
"4","3","4","0","0","19","0.5","0.17","0","19","0","0"
"4","3","5","0","0","19","0.5","0.17","0","19","0","0"
"4","3","6","0","11","19","0.5","0.17","10.2","19.331","23.984","7.28"
"4","3","7","16","103","20","0.6","0.17","102.987","23.501","337.731","309.909"
"4","3","8","35","198","21","0.5","0.17","212.84","28.429","696.93","656.381"
"4","3","9","44","282","23","0.3","0.17","309.925","34.443","988.319","937.444"
"4","3","10","14","226","24","0.5","0.17","226.475","31.854","715.663","674.45"
"4","3","11","14","250","24","0.9","0.17","250.841","31.785","792.266","748.339"
"4","3","12","18","250","25","1.2","0.17","254.985","32.34","803.834","759.497"
"4","3","13","572","277","24","1.4","0.17","833.02","46.99","2569.681","2462.773"
"4","3","14","505","274","24","1.4","0.17","702.575","43.419","2211.7","2117.476"
"4","3","15","508","185","23","1.2","0.17","521.448","38.161","1694.532","1618.634"
"4","3","16","438","114","22","0.9","0.17","305.038","31.546","1000.554","949.246"
"4","3","17","243","41","21","0.6","0.17","86.751","23.792","234.221","210.067"
"4","3","18","0","0","20","0.2","0.17","0","20","0","0"
"4","3","19","0","0","20","0.2","0.17","0","20","0","0"
"4","3","20","0","0","19","0.3","0.17","0","19","0","0"
"4","3","21","0","0","19","0.4","0.17","0","19","0","0"
"4","3","22","0","0","19","0.4","0.17","0","19","0","0"
"4","3","23","0","0","19","0.5","0.17","0","19","0","0"
"4","4","0","0","0","18","0.6","0.17","0","18","0","0"
"4","4","1","0","0","18","0.6","0.17","0","18","0","0"
"4","4","2","0","0","18","0.6","0.17","0","18","0","0"
"4","4","3","0","0","17","0.6","0.17","0","17","0","0"
"4","4","4","0","0","17","0.6","0.17","0","17","0","0"
"4","4","5","0","0","17","0.8","0.17","0","17","0","0"
"4","4","6","0","3","18","1.3","0.17","2.775","18.073","6.133","0"
"4","4","7","0","29","19","1.7","0.17","26.906","19.698","84.812","65.953"
"4","4","8","0","59","20","1.7","0.17","54.858","21.419","174.825","152.776"
"4","4","9","0","86","21","1.5","0.17","80.117","23.157","254.003","229.149"
"4","4","10","0","99","22","1.5","0.17","92.436","24.483","290.661","264.507"
"4","4","11","0","109","22","1.6","0.17","102.019","24.677","320.514","293.302"
"4","4","12","0","111","23","1.8","0.17","103.936","25.612","325.31","297.928"
"4","4","13","405","350","23","2","0.17","750.333","41.176","2363.067","2263.48"
"4","4","14","348","329","22","1.9","0.17","623.08","37.429","2001.904","1915.114"
"4","4","15","368","222","22","1.5","0.17","462.95","34.542","1519.425","1449.731"
"4","4","16","326","130","21","0.9","0.17","269.682","29.441","889.603","842.227"
"4","4","17","174","42","20","0.5","0.17","75.87","22.535","210.426","187.116"
"4","4","18","0","0","19","0.4","0.17","0","19","0","0"
"4","4","19","0","0","19","0.5","0.17","0","19","0","0"
"4","4","20","0","0","19","0.5","0.17","0","19","0","0"
"4","4","21","0","0","19","0.5","0.17","0","19","0","0"
"4","4","22","0","0","19","0.5","0.17","0","19","0","0"
"4","4","23","0","0","18","0.5","0.17","0","18","0","0"
"4","5","0","0","0","18","0.6","0.17","0","18","0","0"
"4","5","1","0","0","18","0.6","0.17","0","18","0","0"
"4","5","2","0","0","18","0.6","0.17","0","18","0","0"
"4","5","3","0","0","18","0.6","0.17","0","18","0","0"
"4","5","4","0","0","18","0.6","0.17","0","18","0","0"
"4","5","5","0","0","18","0.6","0.17","0","18","0","0"
"4","5","6","0","8","19","1","0.17","7.412","19.21","17.154","0.692"
"4","5","7","0","79","20","1.4","0.17","74.127","22.057","242.027","217.597"
"4","5","8","5","159","21","1.5","0.17","153.085","25.138","501.281","467.664"
"4","5","9","15","224","22","1.6","0.17","223.88","27.898","725.044","683.498"
"4","5","10","242","383","23","1.8","0.17","607.018","38.316","1928.338","1844.155"
"4","5","11","208","456","23","1.9","0.17","668.996","39.506","2104.836","2014.399"
"4","5","12","249","425","23","1.9","0.17","689.86","40.025","2168.19","2075.508"
"4","5","13","70","382","23","2","0.17","443.78","33.722","1419.163","1353.022"
"4","5","14","60","327","23","1.9","0.17","371.288","32.172","1198.014","1139.709"
"4","5","15","64","239","22","1.6","0.17","274.988","29.267","901.919","854.106"
"4","5","16","47","138","21","1.1","0.17","154.004","25.586","508.29","474.425"
"4","5","17","0","38","20","0.7","0.17","35.846","21.174","109.457","89.724"
"4","5","18","0","0","20","0.6","0.17","0","20","0","0"
"4","5","19","0","0","19","0.6","0.17","0","19","0","0"
"4","5","20","0","0","19","0.6","0.17","0","19","0","0"
"4","5","21","0","0","19","0.6","0.17","0","19","0","0"
"4","5","22","0","0","18","0.6","0.17","0","18","0","0"
"4","5","23","0","0","18","0.6","0.17","0","18","0","0"
"4","6","0","0","0","18","0.5","0.17","0","18","0","0"
"4","6","1","0","0","17","0.5","0.17","0","17","0","0"
"4","6","2","0","0","17","0.5","0.17","0","17","0","0"
"4","6","3","0","0","16","0.5","0.17","0","16","0","0"
"4","6","4","0","0","16","0.5","0.17","0","16","0","0"
"4","6","5","0","0","16","0.7","0.17","0","16","0","0"
"4","6","6","0","19","16","1.1","0.17","17.718","16.49","43.429","26.036"
"4","6","7","247","107","18","1.6","0.17","195.199","23.144","642.357","603.742"
"4","6","8","282","209","20","1.6","0.17","376.791","29.991","1258.09","1197.657"
"4","6","9","278","310","23","1.4","0.17","532.72","37.719","1710.207","1633.753"
"4","6","10","978","84","24","0.9","0.17","975.428","54.501","2936.321","2816.422"
"4","6","11","994","87","25","0.5","0.17","1069.174","62.279","3094.196","2968.702"
"4","6","12","995","87","26","0.5","0.17","1080.116","63.655","3104.656","2978.791"
"4","6","13","981","84","26","0.7","0.17","1006.987","59.204","2964.408","2843.513"
"4","6","14","951","78","25","0.9","0.17","857.86","51.863","2629.086","2520.073"
"4","6","15","889","71","24","0.9","0.17","643.475","44.212","2059.886","1971.041"
"4","6","16","773","56","23","0.8","0.17","384.963","35.359","1246.62","1186.593"
"4","6","17","470","30","21","0.7","0.17","113.582","24.438","281.403","255.578"
"4","6","18","0","0","19","0.7","0.17","0","19","0","0"
"4","6","19","0","0","18","0.7","0.17","0","18","0","0"
"4","6","20","0","0","17","0.8","0.17","0","17","0","0"
"4","6","21","0","0","17","0.7","0.16","0","17","0","0"
"4","6","22","0","0","16","0.7","0.16","0","16","0","0"
"4","6","23","0","0","15","0.7","0.16","0","15","0","0"
"4","7","0","0","0","15","0.8","0.16","0","15","0","0"
"4","7","1","0","0","14","0.8","0.16","0","14","0","0"
"4","7","2","0","0","14","0.8","0.16","0","14","0","0"
"4","7","3","0","0","14","0.9","0.16","0","14","0","0"
"4","7","4","0","0","14","1","0.16","0","14","0","0"
"4","7","5","0","0","14","1.3","0.16","0","14","0","0"
"4","7","6","129","18","15","2","0.16","30.572","15.626","60.755","42.748"
"4","7","7","586","74","17","2.5","0.16","284.305","23.226","931.519","882.658"
"4","7","8","777","96","20","2.5","0.16","553.429","32.281","1861.833","1780.006"
"4","7","9","882","102","21","2.3","0.16","785.875","39.045","2545.324","2439.279"
"4","7","10","933","104","23","2","0.16","955.519","46.224","2977.57","2856.209"
"4","7","11","951","108","24","1.8","0.16","1048.364","50.528","3191.574","3062.629"
"4","7","12","968","97","24","1.5","0.16","1062.877","52.711","3204.729","3075.318"
"4","7","13","954","94","25","1.2","0.16","991.112","53.734","2987.942","2866.213"
"4","7","14","920","88","25","1.1","0.16","841.964","50.06","2600.225","2492.234"
"4","7","15","858","77","24","1","0.16","628.867","43.252","2020.825","1933.365"
"4","7","16","731","62","23","0.8","0.16","372.812","34.968","1208.123","1149.461"
"4","7","17","410","32","21","0.8","0.16","105.629","24.127","264.576","239.347"
"4","7","18","0","0","19","0.8","0.16","0","19","0","0"
"4","7","19","0","0","18","0.9","0.16","0","18","0","0"
"4","7","20","0","0","17","0.9","0.16","0","17","0","0"
"4","7","21","0","0","17","0.9","0.16","0","17","0","0"
"4","7","22","0","0","17","1","0.16","0","17","0","0"
"4","7","23","0","0","17","1","0.16","0","17","0","0"
"4","8","0","0","0","16","1.1","0.16","0","16","0","0"
"4","8","1","0","0","16","1.1","0.16","0","16","0","0"
